statNm,addr,output,statId,chgerId,lat,lng,method,year
공성교통(운수사 전용),인천광역시 서구 중봉대로198번길 34,200,ST282618,01,37.4967302,126.6520651,동시,2022
공성교통(운수사 전용),인천광역시 서구 중봉대로198번길 34,200,ST282618,02,37.4967302,126.6520651,동시,2022
공성교통(운수사 전용),인천광역시 서구 중봉대로198번길 34,200,ST282618,03,37.4967302,126.6520651,동시,2023
공성교통(운수사 전용),인천광역시 서구 중봉대로198번길 34,200,ST282618,04,37.4967302,126.6520651,동시,2023
경인운수,인천광역시 서구 옻우물로 20,200,ST282619,01,37.5080641,126.6731854,동시,2022
경인운수,인천광역시 서구 옻우물로 20,200,ST282619,02,37.5080641,126.6731854,동시,2022
경인운수,인천광역시 서구 옻우물로 20,200,ST282619,03,37.5080641,126.6731854,동시,2022
경인운수,인천광역시 서구 옻우물로 20,200,ST282619,04,37.5080641,126.6731854,동시,2022
백제상운(운수사전용),인천광역시 서구 백범로604번길 11,200,ST282620,01,37.4772681,126.6881567,동시,2022
백제상운(운수사전용),인천광역시 서구 백범로604번길 11,200,ST282620,02,37.4772681,126.6881567,동시,2022
백제상운(운수사전용),인천광역시 서구 백범로604번길 11,200,ST282620,03,37.4772681,126.6881567,동시,2022
백제상운(운수사전용),인천광역시 서구 백범로604번길 11,200,ST282620,04,37.4772681,126.6881567,동시,2022
홈씨씨 인천점,인천광역시 서구 중봉대로393번길 16,200,ST282621,01,37.5146296,126.6469166,단독,2023
홈씨씨 인천점,인천광역시 서구 중봉대로393번길 16,200,ST282621,02,37.5146296,126.6469166,단독,2023
홈씨씨 인천점,인천광역시 서구 중봉대로393번길 16,200,ST282621,03,37.5146296,126.6469166,단독,2023
홈씨씨 인천점,인천광역시 서구 중봉대로393번길 16,200,ST282621,04,37.5146296,126.6469166,단독,2023
홈씨씨 인천점,인천광역시 서구 중봉대로393번길 16,200,ST282621,05,37.5146296,126.6469166,단독,2023
홈씨씨 인천점,인천광역시 서구 중봉대로393번길 16,200,ST282621,06,37.5146296,126.6469166,단독,2023
홈씨씨 인천점,인천광역시 서구 중봉대로393번길 16,200,ST282621,07,37.5146296,126.6469166,단독,2023
