statNm,addr,output,statId,chgerId,lat,lng,method,year
서린빌딩(입주사 전용),서울특별시 종로구 돈화문로11길 지하26,100,ST111104,01,37.5696912,126.9803038,동시,2021
서린빌딩(입주사 전용),서울특별시 종로구 돈화문로11길 지하26,100,ST111104,02,37.5696912,126.9803038,동시,2021
서린빌딩(입주사 전용),서울특별시 종로구 돈화문로11길 지하26,100,ST111104,03,37.5696912,126.9803038,동시,2021
서린빌딩(입주사 전용),서울특별시 종로구 돈화문로11길 지하26,100,ST111104,04,37.5696912,126.9803038,동시,2021
종로구 전기차 충전소,서울특별시 종로구 평창문화로 108,200,ST111105,01,37.608192,126.973037,동시,2021
종로구 전기차 충전소,서울특별시 종로구 평창문화로 108,200,ST111105,02,37.608192,126.973037,동시,2021
신교공영주차장,서울특별시 종로구 자하문로 89,100,ST111106,01,37.5840274,126.9699743,동시,2021
신교공영주차장,서울특별시 종로구 자하문로 89,100,ST111106,02,37.5840274,126.9699743,동시,2021
서울상공회의소,서울특별시 중구 세종대로 39,50,ST111402,01,37.560731,126.973908,단독,2023
서울상공회의소,서울특별시 중구 세종대로 39,50,ST111402,02,37.560731,126.973908,단독,2023
서울상공회의소,서울특별시 중구 세종대로 39,100,ST111402,03,37.560731,126.973908,동시,2023
서울상공회의소,서울특별시 중구 세종대로 39,100,ST111402,04,37.560731,126.973908,동시,2023
충현공영주차장,서울특별시 중구 동호로11나길 47,100,ST111424,01,37.5521901,127.0056911,동시,2023
충현공영주차장,서울특별시 중구 동호로11나길 47,100,ST111424,02,37.5521901,127.0056911,동시,2023
묵정공원공영주차장,서울특별시 중구 퇴계로45길 32-12,100,ST111425,01,37.5636833,126.9998023,동시,2022
묵정공원공영주차장,서울특별시 중구 퇴계로45길 32-12,100,ST111425,02,37.5636833,126.9998023,동시,2022
황학어린이공원공영주차장,서울특별시 중구 다산로48길 33,100,ST111426,01,37.56734,127.0181128,동시,2022
황학어린이공원공영주차장,서울특별시 중구 다산로48길 33,100,ST111426,02,37.56734,127.0181128,동시,2022
동대문디자인플라자,서울특별시 중구 을지로 281,100,ST111427,01,37.566054,127.0095548,동시,2023
동대문디자인플라자,서울특별시 중구 을지로 281,100,ST111427,02,37.566054,127.0095548,동시,2023
동대문디자인플라자,서울특별시 중구 을지로 281,200,ST111427,03,37.566054,127.0095548,동시,2023
동대문디자인플라자,서울특별시 중구 을지로 281,200,ST111427,04,37.566054,127.0095548,동시,2023
KCC IT 타워,서울특별시 용산구 한강대로98길 3,50,ST111701,01,37.548354,126.972079,단독,2019
남도빌딩,서울특별시 용산구 장문로 12,50,ST111703,01,37.528964,126.991784,단독,2020
용산구 스마트폴 충전소,서울특별시 용산구 한강대로38길 35,100,ST111704,01,37.5286654,126.9698406,동시,2021
용산구 스마트폴 충전소,서울특별시 용산구 한강대로38길 35,100,ST111704,02,37.5286654,126.9698406,동시,2021
용산구 스마트폴 충전소,서울특별시 용산구 한강대로38길 35,50,ST111704,03,37.5286654,126.9698406,단독,2021
코레일 서울역(KTX빌딩),서울특별시 용산구 청파로 378,200,ST111706,01,37.5532277,126.969244,동시,2023
코레일 서울역(KTX빌딩),서울특별시 용산구 청파로 378,200,ST111706,02,37.5532277,126.969244,동시,2023
신금호파크자이(입주민 전용),서울특별시 성동구 금호로,50,ST112001,01,37.5564,127.01894,단독,2017
논현 오피스(지상1층),서울특별시 강남구 논현동,100,ST112002,01,37.507825,127.023448,동시,2018
논현 오피스(지상1층),서울특별시 강남구 논현동,100,ST112002,02,37.507825,127.023448,동시,2018
한양대학교,서울특별시 성동구 왕십리로 222,50,ST112004,01,37.555378,127.048498,단독,2020
한양대학교,서울특별시 성동구 왕십리로 222,50,ST112004,02,37.555378,127.048498,단독,2020
한양대학교,서울특별시 성동구 왕십리로 222,50,ST112004,03,37.555378,127.048498,단독,2020
한양대학교,서울특별시 성동구 왕십리로 222,50,ST112004,04,37.555378,127.048498,단독,2020
한양대학교,서울특별시 성동구 왕십리로 222,50,ST112004,06,37.555378,127.048498,단독,2020
한양대학교,서울특별시 성동구 왕십리로 222,50,ST112004,07,37.555378,127.048498,단독,2020
성동노인종합복지관,서울특별시 성동구 마조로 77,100,ST112007,01,37.5650137,127.0413708,동시,2022
성동노인종합복지관,서울특별시 성동구 마조로 77,100,ST112007,02,37.5650137,127.0413708,동시,2022
광진구민체육센터,서울특별시 광진구 구천면로 14,100,ST112102,01,37.546312,127.106484,단독,2022
광진구민체육센터,서울특별시 광진구 구천면로 14,100,ST112102,02,37.546312,127.106484,단독,2022
국립정신건강센터,서울특별시 광진구 용마산로 127,100,ST112103,01,37.5650863,127.0857767,동시,2022
국립정신건강센터,서울특별시 광진구 용마산로 127,100,ST112103,02,37.5650863,127.0857767,동시,2022
월성운수(개방 외부사용 시간 확인 필수),서울특별시 광진구 동일로 436,200,ST112106,01,37.5691773,127.0794656,동시,2022
월성운수(개방 외부사용 시간 확인 필수),서울특별시 광진구 동일로 436,200,ST112106,02,37.5691773,127.0794656,동시,2022
월성운수(개방 외부사용 시간 확인 필수),서울특별시 광진구 동일로 436,200,ST112106,03,37.5691773,127.0794656,동시,2022
월성운수(개방 외부사용 시간 확인 필수),서울특별시 광진구 동일로 436,200,ST112106,04,37.5691773,127.0794656,동시,2022
광흥운수(운수사 전용),서울특별시 중랑구 봉화산로56길 25,100,ST112602,01,37.6071407,127.0994007,동시,2021
광흥운수(운수사 전용),서울특별시 중랑구 봉화산로56길 25,100,ST112602,02,37.6071407,127.0994007,동시,2021
광흥운수(운수사 전용),서울특별시 중랑구 봉화산로56길 25,100,ST112602,03,37.6071407,127.0994007,동시,2021
광흥운수(운수사 전용),서울특별시 중랑구 봉화산로56길 25,100,ST112602,04,37.6071407,127.0994007,동시,2021
중랑구 스마트폴 충전소(묵동 아이파크 부근 노상),서울특별시 중랑구 묵동 189-11,50,ST112605,01,37.6098447,127.0730409,동시,2022
중랑구 스마트폴 충전소(묵동 아이파크 부근 노상),서울특별시 중랑구 묵동 189-11,100,ST112605,02,37.6098447,127.0730409,동시,2022
중랑구 스마트폴 충전소(묵동 아이파크 부근 노상),서울특별시 중랑구 묵동 189-11,100,ST112605,03,37.6098447,127.0730409,동시,2022
중랑구 스마트폴 충전소(중화동공중화장실 옆),서울특별시 중랑구 중화동 381-3,100,ST112606,01,37.6024659,127.0743027,동시,2022
중랑구 스마트폴 충전소(중화동공중화장실 옆),서울특별시 중랑구 중화동 381-3,100,ST112606,02,37.6024659,127.0743027,동시,2022
코레일 망우역,서울특별시 중랑구 망우로55길 11-10,100,ST112615,01,37.5991409,127.0923573,동시,2023
코레일 망우역,서울특별시 중랑구 망우로55길 11-10,100,ST112615,02,37.5991409,127.0923573,동시,2023
코레일 망우역,서울특별시 중랑구 망우로55길 11-10,100,ST112615,03,37.5991409,127.0923573,동시,2023
코레일 망우역,서울특별시 중랑구 망우로55길 11-10,100,ST112615,04,37.5991409,127.0923573,동시,2023
이마트 하월곡점,서울특별시 성북구 종암로 167,100,ST112901,01,37.604866,127.031037,단독,2019
이마트 하월곡점,서울특별시 성북구 종암로 167,100,ST112901,02,37.604866,127.031037,단독,2019
이마트 하월곡점,서울특별시 성북구 종암로 167,100,ST112901,03,37.604866,127.031037,단독,2019
이마트 하월곡점,서울특별시 성북구 종암로 167,100,ST112901,04,37.604866,127.031037,단독,2019
이마트 하월곡점,서울특별시 성북구 종암로 167,100,ST112901,05,37.604866,127.031037,단독,2019
이마트 하월곡점,서울특별시 성북구 종암로 167,100,ST112901,06,37.604866,127.031037,단독,2019
이마트 하월곡점,서울특별시 성북구 종암로 167,100,ST112901,07,37.604866,127.031037,단독,2019
이마트 하월곡점,서울특별시 성북구 종암로 167,100,ST112901,08,37.604866,127.031037,단독,2019
이마트 미아점,서울특별시 성북구 도봉로 17,100,ST112902,01,37.610447,127.029668,단독,2019
이마트 미아점,서울특별시 성북구 도봉로 17,100,ST112902,02,37.610447,127.029668,단독,2019
성북구 스마트폴 충전소,서울특별시 성북구 성북로 143,100,ST112903,01,37.59453,126.994387,단독,2022
성북구 스마트폴 충전소,서울특별시 성북구 성북로 143,100,ST112903,02,37.59453,126.994387,단독,2022
성북구 스마트폴 충전소,서울특별시 성북구 성북로 143,50,ST112903,03,37.59453,126.994387,단독,2022
서울 한일택시(외부인 이용가능),서울특별시 강북구 삼양로 363,100,ST113001,01,37.6359319,127.017187,동시,2021
서울 한일택시(외부인 이용가능),서울특별시 강북구 삼양로 363,100,ST113001,02,37.6359319,127.017187,동시,2021
서울 한일택시(외부인 이용가능),서울특별시 강북구 삼양로 363,100,ST113001,03,37.6359319,127.017187,동시,2021
서울 한일택시(외부인 이용가능),서울특별시 강북구 삼양로 363,100,ST113001,04,37.6359319,127.017187,동시,2021
금풍운수(운수사 전용),서울특별시 강북구 솔샘로67길 33,100,ST113002,01,37.6186655,127.0280959,동시,2021
금풍운수(운수사 전용),서울특별시 강북구 솔샘로67길 33,100,ST113002,02,37.6186655,127.0280959,동시,2021
강북구보건소주차장,서울특별시 강북구 한천로 897,100,ST113010,01,37.6322918,127.0388914,동시,2023
강북구보건소주차장,서울특별시 강북구 한천로 897,100,ST113010,02,37.6322918,127.0388914,동시,2023
서울 한성상운(운수사 전용),서울특별시 도봉구 노해로63길 54,100,ST113201,01,37.6521745,127.0449945,동시,2021
서울 한성상운(운수사 전용),서울특별시 도봉구 노해로63길 54,100,ST113201,02,37.6521745,127.0449945,동시,2021
서울 한성상운(운수사 전용),서울특별시 도봉구 노해로63길 54,200,ST113201,05,37.6521745,127.0449945,동시,2023
서울 한성상운(운수사 전용),서울특별시 도봉구 노해로63길 54,200,ST113201,06,37.6521745,127.0449945,동시,2023
광일통운(외부인 이용가능)(15-18시 제한),서울특별시 도봉구 도봉로152가길 138,200,ST113202,01,37.6756782,127.0451471,동시,2021
광일통운(외부인 이용가능)(15-18시 제한),서울특별시 도봉구 도봉로152가길 138,200,ST113202,02,37.6756782,127.0451471,동시,2021
광일통운(외부인 이용가능)(15-18시 제한),서울특별시 도봉구 도봉로152가길 138,200,ST113202,03,37.6756782,127.0451471,동시,2021
광일통운(외부인 이용가능)(15-18시 제한),서울특별시 도봉구 도봉로152가길 138,200,ST113202,04,37.6756782,127.0451471,동시,2021
광일통운(외부인 이용가능)(15-18시 제한),서울특별시 도봉구 도봉로152가길 138,200,ST113202,05,37.6756782,127.0451471,동시,2022
광일통운(외부인 이용가능)(15-18시 제한),서울특별시 도봉구 도봉로152가길 138,200,ST113202,06,37.6756782,127.0451471,동시,2022
광일통운(외부인 이용가능)(15-18시 제한),서울특별시 도봉구 도봉로152가길 138,200,ST113202,07,37.6756782,127.0451471,동시,2022
광일통운(외부인 이용가능)(15-18시 제한),서울특별시 도봉구 도봉로152가길 138,200,ST113202,08,37.6756782,127.0451471,동시,2022
도봉산공영주차장,서울특별시 도봉구 도봉동 282-26,200,ST113203,01,37.687401,127.0406846,동시,2023
도봉산공영주차장,서울특별시 도봉구 도봉동 282-26,200,ST113203,02,37.687401,127.0406846,동시,2023
도봉산공영주차장,서울특별시 도봉구 도봉동 282-26,200,ST113203,03,37.687401,127.0406846,동시,2023
도봉산공영주차장,서울특별시 도봉구 도봉동 282-26,200,ST113203,04,37.687401,127.0406846,동시,2023
진양상운 주식회사(운수사 전용),서울특별시 노원구 월계로44길 13,50,ST113501,02,37.624672,127.051302,단독,2019
경성자동차교통(운수사 전용),서울특별시 노원구 동일로 1047,100,ST113502,01,37.6236301,127.0733611,동시,2021
경성자동차교통(운수사 전용),서울특별시 노원구 동일로 1047,100,ST113502,02,37.6236301,127.0733611,동시,2021
경성자동차교통(운수사 전용),서울특별시 노원구 동일로 1047,100,ST113502,03,37.6236301,127.0733611,동시,2021
경성자동차교통(운수사 전용),서울특별시 노원구 동일로 1047,100,ST113502,04,37.6236301,127.0733611,동시,2021
이마트 은평점,서울특별시 은평구 은평로 111,100,ST113801,01,37.600557,126.920074,단독,2019
이마트 은평점,서울특별시 은평구 은평로 111,100,ST113801,02,37.600557,126.920074,단독,2019
이마트 은평점,서울특별시 은평구 은평로 111,100,ST113801,03,37.600557,126.920074,단독,2019
이마트 은평점,서울특별시 은평구 은평로 111,100,ST113801,04,37.600557,126.920074,단독,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,01,37.645635,126.910722,동시,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,02,37.645635,126.910722,동시,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,03,37.645635,126.910722,동시,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,04,37.645635,126.910722,동시,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,05,37.645635,126.910722,동시,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,06,37.645635,126.910722,동시,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,07,37.645635,126.910722,동시,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,08,37.645635,126.910722,동시,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,09,37.645635,126.910722,동시,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,10,37.645635,126.910722,동시,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,11,37.645635,126.910722,단독,2019
은평전기차 충전소,서울특별시 은평구 통일로 1178,100,ST113802,12,37.645635,126.910722,단독,2019
경부교통주식회사(운수사 전용),서울특별시 은평구 증산서길 20-6,100,ST113803,01,37.5793269,126.9023011,동시,2021
경부교통주식회사(운수사 전용),서울특별시 은평구 증산서길 20-6,100,ST113803,02,37.5793269,126.9023011,동시,2021
은평역사한옥박물관 주차장,서울특별시 은평구 연서로50길 8,100,ST113805,01,37.6403336,126.9380082,단독,2022
은평역사한옥박물관 주차장,서울특별시 은평구 연서로50길 8,100,ST113805,02,37.6403336,126.9380082,동시,2022
서울기록원,서울특별시 은평구 통일로62길 7,100,ST113807,01,37.6071459,126.934036,동시,2022
서울기록원,서울특별시 은평구 통일로62길 7,100,ST113807,02,37.6071459,126.934036,동시,2022
은평문화예술회관 부설주차장,서울특별시 은평구 녹번로 16,100,ST113808,01,37.6037247,126.9278797,동시,2022
은평문화예술회관 부설주차장,서울특별시 은평구 녹번로 16,100,ST113808,02,37.6037247,126.9278797,동시,2022
상록교통(운수사 전용),서울특별시 은평구 증산로15길 51,100,ST113809,01,37.5903875,126.9078001,동시,2022
상록교통(운수사 전용),서울특별시 은평구 증산로15길 51,100,ST113809,02,37.5903875,126.9078001,동시,2022
상록교통(운수사 전용),서울특별시 은평구 증산로15길 51,100,ST113809,03,37.5903875,126.9078001,동시,2022
상록교통(운수사 전용),서울특별시 은평구 증산로15길 51,100,ST113809,04,37.5903875,126.9078001,동시,2022
코레일 DMC,서울특별시 은평구 수색로 193,100,ST113811,01,37.5778404,126.9002387,단독,2023
MBC문화방송 본사(임직원전용),서울특별시 마포구 성암로 267,100,ST114401,01,37.5811234,126.890989,동시,2021
MBC문화방송 본사(임직원전용),서울특별시 마포구 성암로 267,100,ST114401,02,37.5811234,126.890989,동시,2021
서울월드컵경기장공영주차장,서울특별시 마포구 월드컵로 240,200,ST114419,01,37.568230,126.8950817,동시,2023
서울월드컵경기장공영주차장,서울특별시 마포구 월드컵로 240,200,ST114419,02,37.568230,126.8950817,동시,2023
마포유수지공영주차장,서울특별시 마포구 마포대로1길 9,200,ST114420,01,37.5386,126.9433,동시,2023
마포유수지공영주차장,서울특별시 마포구 마포대로1길 9,200,ST114420,02,37.5386,126.9433,동시,2023
마포유수지공영주차장,서울특별시 마포구 마포대로1길 9,200,ST114420,03,37.5386,126.9433,동시,2023
마포유수지공영주차장,서울특별시 마포구 마포대로1길 9,200,ST114420,04,37.5386,126.9433,동시,2023
마포유수지공영주차장,서울특별시 마포구 마포대로1길 9,200,ST114420,05,37.5386,126.9433,동시,2023
마포유수지공영주차장,서울특별시 마포구 마포대로1길 9,200,ST114420,06,37.5386,126.9433,동시,2023
행복한백화점,서울특별시 양천구 목동동로 309,50,ST114701,01,37.529139,126.876109,단독,2020
행복한백화점,서울특별시 양천구 목동동로 309,50,ST114701,02,37.529139,126.876109,단독,2020
포창운수(외부인이용가능),서울특별시 양천구 오목로1길 15,200,ST114704,01,37.5224657,126.8375846,동시,2021
포창운수(외부인이용가능),서울특별시 양천구 오목로1길 15,200,ST114704,02,37.5224657,126.8375846,동시,2021
포창운수(외부인이용가능),서울특별시 양천구 오목로1길 15,100,ST114704,03,37.5224657,126.8375846,동시,2021
포창운수(외부인이용가능),서울특별시 양천구 오목로1길 15,100,ST114704,04,37.5224657,126.8375846,동시,2021
서울창업허브 엠플러스,서울특별시 강서구 마곡중앙8로 14,50,ST115006,01,37.5613812,126.8289404,동시,2022
서울창업허브 엠플러스,서울특별시 강서구 마곡중앙8로 14,50,ST115006,02,37.5613812,126.8289404,동시,2022
등촌2-1 공영주차장,서울특별시 강서구 등촌로55길 33-16,100,ST115008,01,37.5498025,126.8613225,동시,2022
등촌2-1 공영주차장,서울특별시 강서구 등촌로55길 33-16,100,ST115008,02,37.5498025,126.8613225,동시,2022
화곡본-1 공영주차장,서울특별시 강서구 초록마을로26길 48,100,ST115009,01,37.539744,126.8497719,동시,2022
화곡본-1 공영주차장,서울특별시 강서구 초록마을로26길 48,100,ST115009,02,37.539744,126.8497719,동시,2022
화곡1-1 공영주차장,서울특별시 강서구 곰달래로15길 28,100,ST115010,01,37.5314131,126.8398694,동시,2022
화곡1-1 공영주차장,서울특별시 강서구 곰달래로15길 28,100,ST115010,02,37.5314131,126.8398694,동시,2022
가로공원지하 공영주차장,서울특별시 강서구 가로공원로 지하189,100,ST115011,01,37.5372351,126.8370373,동시,2022
가로공원지하 공영주차장,서울특별시 강서구 가로공원로 지하189,100,ST115011,02,37.5372351,126.8370373,동시,2022
강서농산물도매시장,서울특별시 강서구 발산로 40,100,ST115012,01,37.550931,126.818406,동시,2022
강서농산물도매시장,서울특별시 강서구 발산로 40,100,ST115012,02,37.550931,126.818406,동시,2022
강서농산물도매시장,서울특별시 강서구 발산로 40,100,ST115012,03,37.550931,126.818406,동시,2022
강서농산물도매시장,서울특별시 강서구 발산로 40,100,ST115012,04,37.550931,126.818406,동시,2022
복지마곡LPG충전소,서울특별시 강서구 양천로 200,200,ST115017,01,37.572773934,126.82619427,동시,2022
복지마곡LPG충전소,서울특별시 강서구 양천로 200,200,ST115017,02,37.572773934,126.82619427,동시,2022
마곡레포츠센터,서울특별시 강서구 양천로 251,200,ST115018,01,37.57276506,126.83211469,동시,2022
마곡레포츠센터,서울특별시 강서구 양천로 251,200,ST115018,02,37.57276506,126.83211469,동시,2022
서울축산업협동조합,서울특별시 강서구 양천로 570,50,ST115019,09,37.556728443,126.86201052,단독,2023
서울축산업협동조합,서울특별시 강서구 양천로 570,50,ST115019,10,37.556728443,126.86201052,단독,2023
개화산역환승공영주차장,서울특별시 강서구 방화동 516-2,200,ST115020,01,37.5724,126.8045,동시,2023
개화산역환승공영주차장,서울특별시 강서구 방화동 516-2,200,ST115020,02,37.5724,126.8045,동시,2023
개화산역환승공영주차장,서울특별시 강서구 방화동 516-2,200,ST115020,03,37.5724,126.8045,동시,2023
개화산역환승공영주차장,서울특별시 강서구 방화동 516-2,200,ST115020,04,37.5724,126.8045,동시,2023
개화산역환승공영주차장,서울특별시 강서구 방화동 516-2,200,ST115020,05,37.5724,126.8045,동시,2023
개화산역환승공영주차장,서울특별시 강서구 방화동 516-2,200,ST115020,06,37.5724,126.8045,동시,2023
수협강서수산물도매시장,서울특별시 강서구 발산로 24,100,ST115021,13,37.5538217,126.818825,동시,2023
수협강서수산물도매시장,서울특별시 강서구 발산로 24,100,ST115021,14,37.5538217,126.818825,동시,2023
노인요양원 붓다마을,서울특별시 은평구 연서로48길 41,100,ST115308,01,37.4806855,126.8899215,단독,2022
노인요양원 붓다마을,서울특별시 은평구 연서로48길 41,100,ST115308,02,37.4806855,126.8899215,동시,2022
상신운수(운수사 전용),서울특별시 구로구 공원로 59,200,ST115310,01,37.5018841,126.8891674,동시,2022
상신운수(운수사 전용),서울특별시 구로구 공원로 59,200,ST115310,02,37.5018841,126.8891674,동시,2022
동진콜택시(외부인 이용가능 이용제한시간 3시-6시15시-18시),서울특별시 구로구 부일로 833,200,ST115311,01,37.4910103,126.82035,동시,2022
동진콜택시(외부인 이용가능 이용제한시간 3시-6시15시-18시),서울특별시 구로구 부일로 833,200,ST115311,02,37.4910103,126.82035,동시,2022
동진콜택시(외부인 이용가능 이용제한시간 3시-6시15시-18시),서울특별시 구로구 부일로 833,200,ST115311,03,37.4910103,126.82035,동시,2022
동진콜택시(외부인 이용가능 이용제한시간 3시-6시15시-18시),서울특별시 구로구 부일로 833,200,ST115311,04,37.4910103,126.82035,동시,2022
동구로공영주차장,서울특별시 구로구 가마산로26길 27,100,ST115312,01,37.4950998,126.8918234,동시,2022
동구로공영주차장,서울특별시 구로구 가마산로26길 27,100,ST115312,02,37.4950998,126.8918234,동시,2022
동화통운(금천)(운수사 전용),서울특별시 금천구 두산로13길 7,100,ST115405,01,37.470622,126.8946373,동시,2021
동화통운(금천)(운수사 전용),서울특별시 금천구 두산로13길 7,100,ST115405,02,37.470622,126.8946373,동시,2021
마카롱티2(운수사 전용),서울특별시 금천구 시흥대로 125,100,ST115406,01,37.4453003,126.903382,동시,2021
마카롱티2(운수사 전용),서울특별시 금천구 시흥대로 125,100,ST115406,02,37.4453003,126.903382,동시,2021
마카롱티2(운수사 전용),서울특별시 금천구 시흥대로 125,100,ST115406,03,37.4453003,126.903382,동시,2021
마카롱티2(운수사 전용),서울특별시 금천구 시흥대로 125,100,ST115406,04,37.4453003,126.903382,동시,2021
가산2차 SKV1 AP타워(지상),서울특별시 금천구 가산디지털1로 16,50,ST115407,01,37.4676102,126.8880861,단독,2022
더리브 스마트타워,서울특별시 금천구 가산디지털2로 34,50,ST115409,01,37.4716606,126.8835855,단독,2022
더리브 스마트타워,서울특별시 금천구 가산디지털2로 34,100,ST115409,04,37.4716606,126.8835855,동시,2023
더리브 스마트타워,서울특별시 금천구 가산디지털2로 34,100,ST115409,05,37.4716606,126.8835855,동시,2023
대륭테크노타운12차,서울특별시 금천구 가산디지털2로 14,100,ST115417,11,37.4696781,126.8842545,동시,2022
대륭테크노타운12차,서울특별시 금천구 가산디지털2로 14,100,ST115417,12,37.4696781,126.8842545,동시,2022
태진상운(운수사 전용),서울특별시 영등포구 도영로11길 2,100,ST115605,01,37.5102596,126.8979794,동시,2021
태진상운(운수사 전용),서울특별시 영등포구 도영로11길 2,100,ST115605,02,37.5102596,126.8979794,동시,2021
태진상운(운수사 전용),서울특별시 영등포구 도영로11길 2,100,ST115605,03,37.5102596,126.8979794,동시,2021
태진상운(운수사 전용),서울특별시 영등포구 도영로11길 2,100,ST115605,04,37.5102596,126.8979794,동시,2021
신길7동행정복지센터,서울특별시 영등포구 여의대방로43길 10,100,ST115608,01,37.506459952,126.92136201,동시,2022
신길7동행정복지센터,서울특별시 영등포구 여의대방로43길 10,100,ST115608,02,37.506459952,126.92136201,동시,2022
양평2동주민센터 거주자우선 - 가로등형,서울특별시 영등포구 선유로47길 21-1,50,ST115610,01,37.5358715,126.8946457,단독,2022
롯데제과 앞 거주자우선 - 가로등형,서울특별시 영등포구 양평동4가 20-4,50,ST115611,01,37.5145528,126.8923103,단독,2023
여의동주민센터,서울특별시 영등포구 국제금융로 124,100,ST115612,01,37.517692,126.9346098,단독,2023
영등포구청별관,서울특별시 영등포구 선유동1로 80,100,ST115613,01,37.528891184,126.89410274,동시,2023
영등포구청별관,서울특별시 영등포구 선유동1로 80,100,ST115613,02,37.528891184,126.89410274,동시,2023
영등포구청별관,서울특별시 영등포구 선유동1로 80,100,ST115613,03,37.528891184,126.89410274,동시,2023
영등포구청별관,서울특별시 영등포구 선유동1로 80,100,ST115613,04,37.528891184,126.89410274,동시,2023
양평2동주민센터,서울특별시 영등포구 선유로47길 30,100,ST115614,01,37.5365014,126.8940394,동시,2023
양평2동주민센터,서울특별시 영등포구 선유로47길 30,100,ST115614,02,37.5365014,126.8940394,동시,2023
당산1동 주민센터,서울특별시 영등포구 양산로23길 11,100,ST115615,01,37.5249052,126.897562,단독,2023
문래동 공영주차장,서울특별시 영등포구 선유로5길 8,100,ST115616,01,37.5164663,126.8874872,단독,2023
대신시장 노상주차장,서울특별시 영등포구 도신로60길 1,50,ST115617,01,37.5116769,126.9172639,단독,2023
시립문래청소년센터,서울특별시 영등포구 문래로 110,100,ST115619,01,37.5188522,126.8941147,단독,2023
양평유수지 공영주차장,서울특별시 영등포구 국회대로22길 20,100,ST115620,01,37.527419162,126.88988112,동시,2023
양평유수지 공영주차장,서울특별시 영등포구 국회대로22길 20,100,ST115620,02,37.527419162,126.88988112,동시,2023
양평유수지 공영주차장,서울특별시 영등포구 국회대로22길 20,100,ST115620,03,37.527419162,126.88988112,동시,2023
양평유수지 공영주차장,서울특별시 영등포구 국회대로22길 20,100,ST115620,04,37.527419162,126.88988112,동시,2023
양평유수지 공영주차장,서울특별시 영등포구 국회대로22길 20,100,ST115620,05,37.527419162,126.88988112,동시,2023
양평유수지 공영주차장,서울특별시 영등포구 국회대로22길 20,100,ST115620,06,37.527419162,126.88988112,동시,2023
한강공원 진입구,서울특별시 영등포구 당산로52길 3,100,ST115621,01,37.5353088,126.9038052,단독,2023
양평유수지 진입구 유휴공간,서울특별시 영등포구 국회대로22길 20,100,ST115622,01,37.5291425,126.8902844,동시,2023
양평유수지 진입구 유휴공간,서울특별시 영등포구 국회대로22길 20,100,ST115622,02,37.5291425,126.8902844,동시,2023
양평역 거주자우선주차구역 - 가로등형,서울특별시 영등포구 선유서로 103-2,50,ST115623,01,37.543846,126.8899379,단독,2023
노들로 진입구 거주자우선주차구역 - 가로등형,서울특별시 영등포구 양평로28사길 29,50,ST115624,01,37.5439727,126.8894707,단독,2023
당산SH빌 앞 노상주차장 - 가로등형,서울특별시 영등포구 영신로 183,50,ST115625,01,37.5241064,126.9018592,단독,2023
보라매상업공영주차장,서울특별시 동작구 신대방동 431-3,200,ST115902,01,37.4903209,126.9230048,동시,2023
보라매상업공영주차장,서울특별시 동작구 신대방동 431-3,200,ST115902,02,37.4903209,126.9230048,동시,2023
서울관악경찰서,서울특별시 관악구 관악로5길 33,100,ST116205,02,37.4742983,126.9519414,동시,2022
서울관악경찰서,서울특별시 관악구 관악로5길 33,100,ST116205,03,37.4742983,126.9519414,동시,2022
동서울택시,서울특별시 관악구 신림로 172,200,ST116211,01,37.473847263,126.93499048,동시,2023
동서울택시,서울특별시 관악구 신림로 172,200,ST116211,02,37.473847263,126.93499048,동시,2023
삼모스포렉스,서울특별시 관악구 신림로59길 23,100,ST116212,01,37.482860928,126.92844225,단독,2023
삼모더프라임타워,서울특별시 관악구 신원로 35,100,ST116213,01,37.4823122,126.9290234,동시,2023
삼모더프라임타워,서울특별시 관악구 신원로 35,100,ST116213,02,37.4823122,126.9290234,동시,2023
청암타워,서울특별시 관악구 신림로 318,100,ST116214,01,37.48257544,126.93025288,동시,2023
청암타워,서울특별시 관악구 신림로 318,100,ST116214,02,37.48257544,126.93025288,동시,2023
현대자동차 내곡대리점,서울특별시 서초구 청계산로 217,100,ST116502,01,37.44629129,127.0573163,단독,2021
마제스타시티2,서울특별시 서초구 서초대로38길 12,50,ST116505,01,37.4905553,127.0058066,단독,2021
마제스타시티2,서울특별시 서초구 서초대로38길 12,50,ST116505,02,37.4905553,127.0058066,단독,2021
양재시민의숲매헌역공영주차장,서울특별시 서초구 양재동 237-2,100,ST116507,02,37.4698557,127.0386886,동시,2022
